"Aasta","Maakond","Kultuur","Taimekaitsevahendid kokku Kogus","Taimekaitsevahendid kokku Kogus töödeldud hektari kohta","Putukatõrjevahendid Kogus","Putukatõrjevahendid Kogus töödeldud hektari kohta","Seenhaiguste tõrjevahendid Kogus","Seenhaiguste tõrjevahendid Kogus töödeldud hektari kohta","Umbrohutõrjevahendid Kogus","Umbrohutõrjevahendid Kogus töödeldud hektari kohta","Puhtimispreparaadid Kogus","Puhtimispreparaadid Kogus töödeldud hektari kohta","Kasvuregulaatorid Kogus","Kasvuregulaatorid Kogus töödeldud hektari kohta","Desikandid Kogus","Desikandid Kogus töödeldud hektari kohta","Molluskitsiidid Kogus","Molluskitsiidid Kogus töödeldud hektari kohta"
"2009","Tartu maakond","Tehnilised kultuurid",21398.94,..,2413.01,..,2719.70,..,16266.23,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Tartu maakond","Avamaaköögivili",231.82,..,40.81,..,40.80,..,150.21,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Tartu maakond","Katmikkultuurid",146.78,..,12.17,..,22.61,..,82.00,..,30.00,..,0.00,..,0.00,..,..,..
"2009","Tartu maakond","Viljapuud ja marjapõõsad",362.04,..,66.87,..,74.00,..,200.50,..,0.00,..,0.00,..,20.67,..,..,..
"2009","Tartu maakond","Maasikad",107.87,..,4.67,..,4.02,..,99.18,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Tartu maakond","Muud kultuurid",10691.25,..,78.94,..,0.00,..,10126.08,..,0.00,..,486.23,..,0.00,..,..,..
"2009","Valga maakond","Kultuurid kokku",30951.12,..,1253.26,..,3724.14,..,24832.35,..,297.87,..,829.50,..,14.00,..,..,..
"2009","Valga maakond","Teravili",22840.06,..,704.93,..,2379.43,..,18635.83,..,290.37,..,829.50,..,0.00,..,..,..
"2009","Valga maakond","Kaunvili",402.67,..,0.00,..,0.00,..,402.67,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Kartul",1121.52,..,10.00,..,1074.64,..,15.38,..,7.50,..,0.00,..,14.00,..,..,..
"2009","Valga maakond","Söödakultuurid",1956.68,..,0.00,..,0.00,..,1956.68,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Tehnilised kultuurid",3309.71,..,244.89,..,270.07,..,2794.75,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Viljapuud ja marjapõõsad",5.63,..,0.00,..,0.00,..,5.63,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Maasikad",293.44,..,293.44,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Valga maakond","Muud kultuurid",1021.41,..,0.00,..,0.00,..,1021.41,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Kultuurid kokku",78670.82,..,4656.00,..,7684.60,..,60141.23,..,603.63,..,5532.79,..,52.57,..,..,..
"2009","Viljandi maakond","Teravili",50814.51,..,2891.12,..,4476.44,..,37419.71,..,494.45,..,5532.79,..,0.00,..,..,..
"2009","Viljandi maakond","Kaunvili",489.08,..,57.79,..,0.00,..,431.29,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Kartul",920.84,..,4.28,..,673.87,..,80.94,..,109.18,..,0.00,..,52.57,..,..,..
"2009","Viljandi maakond","Söödakultuurid",6779.99,..,0.00,..,0.00,..,6779.99,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Tehnilised kultuurid",18025.45,..,1700.48,..,2533.30,..,13791.67,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Avamaaköögivili",7.19,..,1.79,..,0.00,..,5.40,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Katmikkultuurid",0.14,..,0.14,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Viljapuud ja marjapõõsad",1.77,..,0.40,..,0.99,..,0.38,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Viljandi maakond","Muud kultuurid",1631.85,..,0.00,..,0.00,..,1631.85,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Kultuurid kokku",13114.53,..,802.80,..,1490.15,..,10465.68,..,25.63,..,53.39,..,276.88,..,..,..
"2009","Võru maakond","Teravili",8102.33,..,316.80,..,198.79,..,7505.89,..,25.63,..,53.39,..,1.83,..,..,..
"2009","Võru maakond","Kaunvili",226.55,..,0.00,..,0.00,..,226.55,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Kartul",1500.64,..,7.31,..,1157.75,..,60.75,..,0.00,..,0.00,..,274.83,..,..,..
"2009","Võru maakond","Söödakultuurid",826.98,..,0.00,..,0.00,..,826.98,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Tehnilised kultuurid",1305.92,..,431.91,..,88.42,..,785.37,..,0.00,..,0.00,..,0.22,..,..,..
"2009","Võru maakond","Avamaaköögivili",95.99,..,15.83,..,0.00,..,80.16,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Viljapuud ja marjapõõsad",0.19,..,0.19,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Maasikad",77.50,..,30.76,..,45.19,..,1.55,..,0.00,..,0.00,..,0.00,..,..,..
"2009","Võru maakond","Muud kultuurid",978.43,..,0.00,..,0.00,..,978.43,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Kultuurid kokku",811400.13,..,34091.23,..,115530.41,..,630951.68,..,7626.22,..,20126.17,..,3074.42,..,..,..
"2010","Kogu Eesti","Teravili",443519.94,..,15471.79,..,39597.69,..,361730.14,..,6594.15,..,20126.17,..,0.00,..,..,..
"2010","Kogu Eesti","Kaunvili",6645.48,..,167.97,..,47.20,..,6414.31,..,16.00,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Kartul",60757.16,..,2282.34,..,46477.66,..,8413.62,..,773.40,..,0.00,..,2810.14,..,..,..
"2010","Kogu Eesti","Söödakultuurid",82144.47,..,48.37,..,147.58,..,81684.24,..,0.00,..,0.00,..,264.28,..,..,..
"2010","Kogu Eesti","Tehnilised kultuurid",198014.31,..,15669.84,..,28459.73,..,153642.30,..,242.44,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Avamaaköögivili",3408.21,..,270.80,..,368.21,..,2769.20,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Katmikkultuurid",141.36,..,3.56,..,137.57,..,0.00,..,0.23,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Viljapuud ja marjapõõsad",232.51,..,120.53,..,69.48,..,42.50,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Maasikad",104.06,..,17.45,..,54.41,..,32.20,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Kogu Eesti","Muud kultuurid",16432.63,..,38.58,..,170.88,..,16223.17,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Kultuurid kokku",59849.69,..,2154.18,..,10164.37,..,46171.58,..,95.57,..,883.67,..,380.32,..,..,..
"2010","Harju maakond","Teravili",28826.02,..,1210.57,..,2742.99,..,23893.22,..,95.57,..,883.67,..,0.00,..,..,..
"2010","Harju maakond","Kaunvili",945.87,..,0.00,..,0.00,..,945.87,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Kartul",5562.58,..,43.26,..,5009.90,..,258.63,..,0.00,..,0.00,..,250.79,..,..,..
"2010","Harju maakond","Söödakultuurid",6163.23,..,38.86,..,0.00,..,5994.84,..,0.00,..,0.00,..,129.53,..,..,..
"2010","Harju maakond","Tehnilised kultuurid",15070.83,..,695.09,..,2165.07,..,12210.67,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Avamaaköögivili",2410.25,..,150.49,..,227.13,..,2032.63,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Katmikkultuurid",12.96,..,2.16,..,10.80,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Viljapuud ja marjapõõsad",6.80,..,6.80,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Maasikad",14.10,..,2.00,..,7.10,..,5.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Harju maakond","Muud kultuurid",837.05,..,4.95,..,1.38,..,830.72,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Kultuurid kokku",2856.38,..,0.00,..,135.58,..,2703.30,..,0.00,..,0.00,..,17.50,..,..,..
"2010","Hiiu maakond","Teravili",1055.35,..,0.00,..,2.34,..,1053.01,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Kaunvili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Kartul",234.71,..,0.00,..,116.40,..,100.81,..,0.00,..,0.00,..,17.50,..,..,..
"2010","Hiiu maakond","Söödakultuurid",163.63,..,0.00,..,0.00,..,163.63,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Tehnilised kultuurid",1367.49,..,0.00,..,16.84,..,1350.65,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Hiiu maakond","Muud kultuurid",35.20,..,0.00,..,0.00,..,35.20,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Kultuurid kokku",13845.01,..,715.20,..,1521.69,..,11171.55,..,147.50,..,289.07,..,0.00,..,..,..
"2010","Ida-Viru maakond","Teravili",6696.04,..,194.45,..,818.94,..,5246.08,..,147.50,..,289.07,..,0.00,..,..,..
"2010","Ida-Viru maakond","Kaunvili",547.43,..,16.40,..,0.00,..,531.03,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Kartul",259.51,..,0.14,..,204.75,..,54.62,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Söödakultuurid",1267.93,..,0.00,..,0.00,..,1267.93,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Tehnilised kultuurid",5067.55,..,500.47,..,498.00,..,4069.08,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Avamaaköögivili",6.55,..,3.74,..,0.00,..,2.81,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Ida-Viru maakond","Muud kultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Kultuurid kokku",83205.56,..,2655.44,..,14276.14,..,62331.46,..,759.28,..,3058.36,..,124.88,..,..,..
"2010","Jõgeva maakond","Teravili",45199.65,..,834.40,..,4116.46,..,36719.69,..,470.74,..,3058.36,..,0.00,..,..,..
"2010","Jõgeva maakond","Kaunvili",38.58,..,16.33,..,0.00,..,22.25,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Kartul",7238.15,..,29.71,..,6415.47,..,590.99,..,77.10,..,0.00,..,124.88,..,..,..
"2010","Jõgeva maakond","Söödakultuurid",6389.08,..,0.00,..,0.00,..,6389.08,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Tehnilised kultuurid",23708.66,..,1770.19,..,3727.88,..,17999.15,..,211.44,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Avamaaköögivili",45.22,..,0.00,..,0.00,..,45.22,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Viljapuud ja marjapõõsad",11.32,..,1.53,..,5.30,..,4.49,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Maasikad",17.15,..,3.28,..,11.03,..,2.84,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Jõgeva maakond","Muud kultuurid",557.75,..,0.00,..,0.00,..,557.75,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Kultuurid kokku",91424.76,..,2021.30,..,14349.04,..,74211.52,..,399.52,..,443.38,..,0.00,..,..,..
"2010","Järva maakond","Teravili",46366.39,..,1159.83,..,4045.36,..,40318.30,..,399.52,..,443.38,..,0.00,..,..,..
"2010","Järva maakond","Kaunvili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Kartul",8186.64,..,0.00,..,7796.69,..,389.95,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Söödakultuurid",22350.65,..,0.00,..,147.58,..,22203.07,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Tehnilised kultuurid",13710.32,..,860.78,..,2356.23,..,10493.31,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Avamaaköögivili",3.93,..,0.69,..,3.18,..,0.06,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Järva maakond","Muud kultuurid",806.83,..,0.00,..,0.00,..,806.83,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Kultuurid kokku",37478.54,..,1600.79,..,3034.09,..,32385.90,..,282.45,..,175.31,..,0.00,..,..,..
"2010","Lääne maakond","Teravili",22970.58,..,1010.65,..,1574.94,..,19937.23,..,272.45,..,175.31,..,0.00,..,..,..
"2010","Lääne maakond","Kaunvili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Kartul",517.77,..,0.00,..,498.82,..,18.95,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Söödakultuurid",1711.68,..,0.00,..,0.00,..,1711.68,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Tehnilised kultuurid",11033.02,..,587.39,..,960.33,..,9475.30,..,10.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Maasikad",2.75,..,2.75,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne maakond","Muud kultuurid",1242.74,..,0.00,..,0.00,..,1242.74,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Kultuurid kokku",94868.92,..,4128.40,..,10310.59,..,77347.86,..,1119.63,..,1962.44,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Teravili",54098.99,..,1479.27,..,4348.27,..,45226.38,..,1082.63,..,1962.44,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Kaunvili",2745.55,..,34.77,..,47.20,..,2647.58,..,16.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Kartul",956.89,..,25.05,..,880.02,..,51.82,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Söödakultuurid",9487.81,..,0.00,..,0.00,..,9487.81,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Tehnilised kultuurid",26166.95,..,2575.75,..,4910.67,..,18659.53,..,21.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Avamaaköögivili",0.80,..,0.80,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Katmikkultuurid",12.00,..,0.00,..,12.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Lääne-Viru maakond","Muud kultuurid",1399.93,..,12.76,..,112.43,..,1274.74,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Kultuurid kokku",32366.30,..,1371.96,..,2827.87,..,26583.81,..,688.91,..,744.77,..,148.98,..,..,..
"2010","Põlva maakond","Teravili",19278.34,..,521.99,..,942.84,..,16379.83,..,688.91,..,744.77,..,0.00,..,..,..
"2010","Põlva maakond","Kaunvili",534.92,..,7.15,..,0.00,..,527.77,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Kartul",1329.51,..,10.67,..,1276.83,..,27.78,..,0.00,..,0.00,..,14.23,..,..,..
"2010","Põlva maakond","Söödakultuurid",3722.37,..,0.00,..,0.00,..,3587.62,..,0.00,..,0.00,..,134.75,..,..,..
"2010","Põlva maakond","Tehnilised kultuurid",7295.29,..,804.77,..,604.56,..,5885.96,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Avamaaköögivili",172.46,..,23.60,..,0.00,..,148.86,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Viljapuud ja marjapõõsad",3.82,..,2.21,..,1.61,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Maasikad",2.48,..,0.55,..,1.93,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Põlva maakond","Muud kultuurid",27.11,..,1.02,..,0.10,..,25.99,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Kultuurid kokku",36933.23,..,2411.34,..,4016.74,..,29384.68,..,682.14,..,431.68,..,6.65,..,..,..
"2010","Pärnu maakond","Teravili",21965.00,..,976.53,..,3000.22,..,16874.66,..,681.91,..,431.68,..,0.00,..,..,..
"2010","Pärnu maakond","Kaunvili",57.28,..,0.00,..,0.00,..,57.28,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Kartul",396.72,..,0.50,..,333.30,..,56.27,..,0.00,..,0.00,..,6.65,..,..,..
"2010","Pärnu maakond","Söödakultuurid",7868.65,..,0.00,..,0.00,..,7868.65,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Tehnilised kultuurid",6037.95,..,1411.52,..,640.63,..,3985.80,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Avamaaköögivili",24.97,..,22.79,..,0.00,..,2.18,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Katmikkultuurid",42.82,..,0.00,..,42.59,..,0.00,..,0.23,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Pärnu maakond","Muud kultuurid",539.84,..,0.00,..,0.00,..,539.84,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Kultuurid kokku",58208.37,..,2925.87,..,4214.65,..,48885.31,..,670.74,..,1511.80,..,0.00,..,..,..
"2010","Rapla maakond","Teravili",43018.93,..,1588.12,..,2612.70,..,36635.57,..,670.74,..,1511.80,..,0.00,..,..,..
"2010","Rapla maakond","Kaunvili",92.10,..,0.00,..,0.00,..,92.10,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Kartul",124.58,..,0.00,..,114.56,..,10.02,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Söödakultuurid",2503.68,..,0.00,..,0.00,..,2503.68,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Tehnilised kultuurid",10009.98,..,1335.32,..,1473.69,..,7200.97,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Avamaaköögivili",1.03,..,1.03,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Katmikkultuurid",15.10,..,1.40,..,13.70,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Rapla maakond","Muud kultuurid",2442.97,..,0.00,..,0.00,..,2442.97,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Kultuurid kokku",11032.55,..,93.79,..,465.26,..,10315.61,..,157.89,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Teravili",4465.45,..,3.62,..,51.56,..,4252.38,..,157.89,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Kaunvili",40.00,..,0.00,..,0.00,..,40.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Kartul",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Söödakultuurid",3427.62,..,0.00,..,0.00,..,3427.62,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Tehnilised kultuurid",3092.33,..,90.17,..,413.70,..,2588.46,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Avamaaköögivili",2.76,..,0.00,..,0.00,..,2.76,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Maasikad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Saare maakond","Muud kultuurid",4.39,..,0.00,..,0.00,..,4.39,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Kultuurid kokku",134889.75,..,7151.30,..,24840.95,..,95100.71,..,1765.86,..,5622.23,..,408.70,..,..,..
"2010","Tartu maakond","Teravili",67453.78,..,2544.04,..,7775.26,..,49777.13,..,1735.12,..,5622.23,..,0.00,..,..,..
"2010","Tartu maakond","Kaunvili",302.29,..,87.18,..,0.00,..,215.11,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Kartul",19816.72,..,2064.26,..,12843.44,..,4469.58,..,30.74,..,0.00,..,408.70,..,..,..
"2010","Tartu maakond","Söödakultuurid",5447.25,..,0.00,..,0.00,..,5447.25,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Tehnilised kultuurid",36927.14,..,2389.68,..,4073.32,..,30464.14,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Avamaaköögivili",269.26,..,11.71,..,115.01,..,142.54,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Katmikkultuurid",24.63,..,0.00,..,24.63,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Viljapuud ja marjapõõsad",69.04,..,26.03,..,5.00,..,38.01,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Maasikad",32.16,..,8.87,..,4.29,..,19.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Tartu maakond","Muud kultuurid",4547.48,..,19.53,..,0.00,..,4527.95,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Kultuurid kokku",26977.92,..,977.17,..,2409.79,..,22147.12,..,36.40,..,1392.85,..,14.59,..,..,..
"2010","Valga maakond","Teravili",18707.24,..,751.46,..,1896.88,..,14634.86,..,31.19,..,1392.85,..,0.00,..,..,..
"2010","Valga maakond","Kaunvili",564.70,..,0.00,..,0.00,..,564.70,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Kartul",131.96,..,0.00,..,69.14,..,43.02,..,5.21,..,0.00,..,14.59,..,..,..
"2010","Valga maakond","Söödakultuurid",3509.60,..,0.00,..,0.00,..,3509.60,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Tehnilised kultuurid",3617.05,..,225.71,..,443.77,..,2947.57,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Avamaaköögivili",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Katmikkultuurid",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Maasikad",5.36,..,0.00,..,0.00,..,5.36,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Valga maakond","Muud kultuurid",442.01,..,0.00,..,0.00,..,442.01,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Viljandi maakond","Kultuurid kokku",104747.59,..,4976.47,..,20151.31,..,73657.89,..,805.38,..,3191.95,..,1964.59,..,..,..
"2010","Viljandi maakond","Teravili",54643.78,..,3098.70,..,5459.81,..,42748.29,..,145.03,..,3191.95,..,0.00,..,..,..
"2010","Viljandi maakond","Kaunvili",506.69,..,6.14,..,0.00,..,500.55,..,0.00,..,0.00,..,0.00,..,..,..
"2010","Viljandi maakond","Kartul",14053.00,..,108.75,..,9003.40,..,2315.91,..,660.35,..,0.00,..,1964.59,..,..,..
"2010","Viljandi maakond","Söödakultuurid",3922.83,..,9.51,..,0.00,..,3913.32,..,0.00,..,0.00,..,0.00,..,..,..
